date,session_key,meeting_key,driver_number,position
2025-07-06T13:07:50.468000+00:00,9947,1277,1,1
2025-07-06T13:07:50.468000+00:00,9947,1277,81,2
2025-07-06T13:07:50.468000+00:00,9947,1277,4,3
2025-07-06T13:07:50.468000+00:00,9947,1277,63,4
2025-07-06T13:07:50.468000+00:00,9947,1277,44,5
2025-07-06T13:07:50.468000+00:00,9947,1277,16,6
2025-07-06T13:07:50.468000+00:00,9947,1277,14,7
2025-07-06T13:07:50.468000+00:00,9947,1277,10,8
2025-07-06T13:07:50.468000+00:00,9947,1277,55,9
2025-07-06T13:07:50.468000+00:00,9947,1277,12,10
2025-07-06T13:07:50.468000+00:00,9947,1277,22,11
2025-07-06T13:07:50.468000+00:00,9947,1277,6,12
2025-07-06T13:07:50.468000+00:00,9947,1277,23,13
2025-07-06T13:07:50.468000+00:00,9947,1277,31,14
2025-07-06T13:07:50.468000+00:00,9947,1277,30,15
2025-07-06T13:07:50.468000+00:00,9947,1277,5,16
2025-07-06T13:07:50.468000+00:00,9947,1277,18,17
2025-07-06T13:07:50.468000+00:00,9947,1277,87,18
2025-07-06T13:07:50.468000+00:00,9947,1277,27,19
2025-07-06T13:07:50.468000+00:00,9947,1277,43,20
2025-07-06T14:04:02.552000+00:00,9947,1277,63,5
2025-07-06T14:04:02.552000+00:00,9947,1277,44,4
2025-07-06T14:04:02.943000+00:00,9947,1277,63,6
2025-07-06T14:04:02.943000+00:00,9947,1277,16,7
2025-07-06T14:04:02.943000+00:00,9947,1277,14,5
2025-07-06T14:04:03.166000+00:00,9947,1277,63,7
2025-07-06T14:04:03.166000+00:00,9947,1277,16,8
2025-07-06T14:04:03.166000+00:00,9947,1277,10,6
2025-07-06T14:04:03.520000+00:00,9947,1277,63,8
2025-07-06T14:04:03.520000+00:00,9947,1277,16,9
2025-07-06T14:04:03.520000+00:00,9947,1277,55,7
2025-07-06T14:04:04.191000+00:00,9947,1277,63,9
2025-07-06T14:04:04.191000+00:00,9947,1277,16,10
2025-07-06T14:04:04.191000+00:00,9947,1277,12,8
2025-07-06T14:04:04.367000+00:00,9947,1277,63,10
2025-07-06T14:04:04.367000+00:00,9947,1277,16,11
2025-07-06T14:04:04.367000+00:00,9947,1277,22,12
2025-07-06T14:04:04.367000+00:00,9947,1277,6,13
2025-07-06T14:04:04.367000+00:00,9947,1277,23,9
2025-07-06T14:04:04.602000+00:00,9947,1277,63,11
2025-07-06T14:04:04.602000+00:00,9947,1277,16,12
2025-07-06T14:04:04.602000+00:00,9947,1277,22,13
2025-07-06T14:04:04.602000+00:00,9947,1277,6,14
2025-07-06T14:04:04.602000+00:00,9947,1277,31,15
2025-07-06T14:04:04.602000+00:00,9947,1277,30,10
2025-07-06T14:04:04.646000+00:00,9947,1277,63,12
2025-07-06T14:04:04.646000+00:00,9947,1277,16,13
2025-07-06T14:04:04.646000+00:00,9947,1277,22,11
2025-07-06T14:04:04.809000+00:00,9947,1277,63,13
2025-07-06T14:04:04.809000+00:00,9947,1277,16,14
2025-07-06T14:04:04.809000+00:00,9947,1277,6,15
2025-07-06T14:04:04.809000+00:00,9947,1277,31,12
2025-07-06T14:04:05.391000+00:00,9947,1277,63,14
2025-07-06T14:04:05.391000+00:00,9947,1277,16,15
2025-07-06T14:04:05.391000+00:00,9947,1277,6,16
2025-07-06T14:04:05.391000+00:00,9947,1277,5,17
2025-07-06T14:04:05.391000+00:00,9947,1277,18,13
2025-07-06T14:04:05.614000+00:00,9947,1277,63,15
2025-07-06T14:04:05.614000+00:00,9947,1277,16,16
2025-07-06T14:04:05.614000+00:00,9947,1277,6,17
2025-07-06T14:04:05.614000+00:00,9947,1277,5,18
2025-07-06T14:04:05.614000+00:00,9947,1277,87,19
2025-07-06T14:04:05.614000+00:00,9947,1277,27,14
2025-07-06T14:04:08.943000+00:00,9947,1277,22,12
2025-07-06T14:04:08.943000+00:00,9947,1277,31,11
2025-07-06T14:04:11.662000+00:00,9947,1277,14,6
2025-07-06T14:04:11.662000+00:00,9947,1277,10,5
2025-07-06T14:04:24.869000+00:00,9947,1277,22,10
2025-07-06T14:04:24.869000+00:00,9947,1277,31,12
2025-07-06T14:04:24.869000+00:00,9947,1277,30,11
2025-07-06T14:04:25.405000+00:00,9947,1277,31,13
2025-07-06T14:04:25.405000+00:00,9947,1277,30,12
2025-07-06T14:04:25.405000+00:00,9947,1277,18,11
2025-07-06T14:04:25.580000+00:00,9947,1277,31,14
2025-07-06T14:04:25.580000+00:00,9947,1277,30,13
2025-07-06T14:04:25.580000+00:00,9947,1277,27,12
2025-07-06T14:04:25.935000+00:00,9947,1277,31,13
2025-07-06T14:04:25.935000+00:00,9947,1277,30,14
2025-07-06T14:04:31.390000+00:00,9947,1277,18,12
2025-07-06T14:04:31.390000+00:00,9947,1277,27,11
2025-07-06T14:04:31.453000+00:00,9947,1277,18,11
2025-07-06T14:04:31.453000+00:00,9947,1277,27,12
2025-07-06T14:04:35.797000+00:00,9947,1277,63,14
2025-07-06T14:04:35.797000+00:00,9947,1277,30,15
2025-07-06T14:04:37.187000+00:00,9947,1277,18,12
2025-07-06T14:04:37.187000+00:00,9947,1277,27,11
2025-07-06T14:04:37.297000+00:00,9947,1277,16,15
2025-07-06T14:04:37.297000+00:00,9947,1277,30,16
2025-07-06T14:04:38.922000+00:00,9947,1277,6,16
2025-07-06T14:04:38.922000+00:00,9947,1277,30,17
2025-07-06T14:04:39.781000+00:00,9947,1277,30,18
2025-07-06T14:04:39.781000+00:00,9947,1277,5,17
2025-07-06T14:04:40.234000+00:00,9947,1277,30,19
2025-07-06T14:04:40.234000+00:00,9947,1277,87,18
2025-07-06T14:07:54.671000+00:00,9947,1277,44,5
2025-07-06T14:07:54.671000+00:00,9947,1277,14,7
2025-07-06T14:07:54.671000+00:00,9947,1277,10,6
2025-07-06T14:07:54.671000+00:00,9947,1277,55,8
2025-07-06T14:07:54.671000+00:00,9947,1277,12,4
