Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTimeSec,S1_sec,S2_sec,S3_sec,Race
0 days 01:17:42.021000,VER,1,0 days 00:01:27.109000,11.0,2.0,,,0 days 00:00:32.373000,0 days 00:00:29.388000,0 days 00:00:25.348000,0 days 01:16:47.311000,0 days 01:17:16.699000,0 days 01:17:42.047000,238.0,284.0,279.0,308.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 01:16:14.912000,2025-11-30 16:21:00.587,1,3.0,False,,False,True,87.109,32.373,29.388,25.348,Qatar Grand Prix
0 days 01:19:08.680000,VER,1,0 days 00:01:26.659000,12.0,2.0,,,0 days 00:00:31.915000,0 days 00:00:29.323000,0 days 00:00:25.421000,0 days 01:18:13.962000,0 days 01:18:43.285000,0 days 01:19:08.706000,,285.0,278.0,307.0,True,MEDIUM,5.0,True,Red Bull Racing,0 days 01:17:42.021000,2025-11-30 16:22:27.696,1,3.0,False,,False,True,86.659,31.915,29.323,25.421,Qatar Grand Prix
0 days 01:20:35.230000,VER,1,0 days 00:01:26.550000,13.0,2.0,,,0 days 00:00:31.943000,0 days 00:00:29.260000,0 days 00:00:25.347000,0 days 01:19:40.649000,0 days 01:20:09.909000,0 days 01:20:35.256000,236.0,285.0,279.0,,True,MEDIUM,6.0,True,Red Bull Racing,0 days 01:19:08.680000,2025-11-30 16:23:54.355,1,3.0,False,,False,True,86.55,31.943,29.26,25.347,Qatar Grand Prix
0 days 01:22:01.378000,VER,1,0 days 00:01:26.148000,14.0,2.0,,,0 days 00:00:31.885000,0 days 00:00:29.206000,0 days 00:00:25.057000,0 days 01:21:07.141000,0 days 01:21:36.347000,0 days 01:22:01.404000,239.0,285.0,279.0,,True,MEDIUM,7.0,True,Red Bull Racing,0 days 01:20:35.230000,2025-11-30 16:25:20.905,1,3.0,False,,False,True,86.148,31.885,29.206,25.057,Qatar Grand Prix
0 days 01:23:27.676000,VER,1,0 days 00:01:26.298000,15.0,2.0,,,0 days 00:00:31.980000,0 days 00:00:29.256000,0 days 00:00:25.062000,0 days 01:22:33.384000,0 days 01:23:02.640000,0 days 01:23:27.702000,238.0,285.0,278.0,308.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 01:22:01.378000,2025-11-30 16:26:47.053,1,3.0,False,,False,True,86.298,31.98,29.256,25.062,Qatar Grand Prix
0 days 01:24:53.718000,VER,1,0 days 00:01:26.042000,16.0,2.0,,,0 days 00:00:31.873000,0 days 00:00:29.261000,0 days 00:00:24.908000,0 days 01:23:59.575000,0 days 01:24:28.836000,0 days 01:24:53.744000,240.0,285.0,278.0,,True,MEDIUM,9.0,True,Red Bull Racing,0 days 01:23:27.676000,2025-11-30 16:28:13.351,1,3.0,False,,False,True,86.042,31.873,29.261,24.908,Qatar Grand Prix
0 days 01:26:19.695000,VER,1,0 days 00:01:25.977000,17.0,2.0,,,0 days 00:00:31.808000,0 days 00:00:29.380000,0 days 00:00:24.789000,0 days 01:25:25.552000,0 days 01:25:54.932000,0 days 01:26:19.721000,239.0,285.0,278.0,307.0,True,MEDIUM,10.0,True,Red Bull Racing,0 days 01:24:53.718000,2025-11-30 16:29:39.393,1,3.0,False,,False,True,85.977,31.808,29.38,24.789,Qatar Grand Prix
0 days 01:27:45.454000,VER,1,0 days 00:01:25.759000,18.0,2.0,,,0 days 00:00:31.774000,0 days 00:00:29.209000,0 days 00:00:24.776000,0 days 01:26:51.495000,0 days 01:27:20.704000,0 days 01:27:45.480000,240.0,285.0,278.0,308.0,True,MEDIUM,11.0,True,Red Bull Racing,0 days 01:26:19.695000,2025-11-30 16:31:05.370,1,3.0,False,,False,True,85.759,31.774,29.209,24.776,Qatar Grand Prix
0 days 01:29:11.181000,VER,1,0 days 00:01:25.727000,19.0,2.0,,,0 days 00:00:31.732000,0 days 00:00:29.253000,0 days 00:00:24.742000,0 days 01:28:17.212000,0 days 01:28:46.465000,0 days 01:29:11.207000,242.0,285.0,278.0,,True,MEDIUM,12.0,True,Red Bull Racing,0 days 01:27:45.454000,2025-11-30 16:32:31.129,1,3.0,False,,False,True,85.727,31.732,29.253,24.742,Qatar Grand Prix
0 days 01:30:37.045000,VER,1,0 days 00:01:25.864000,20.0,2.0,,,0 days 00:00:31.774000,0 days 00:00:29.291000,0 days 00:00:24.799000,0 days 01:29:42.981000,0 days 01:30:12.272000,0 days 01:30:37.071000,241.0,286.0,278.0,,False,MEDIUM,13.0,True,Red Bull Racing,0 days 01:29:11.181000,2025-11-30 16:33:56.856,1,3.0,False,,False,True,85.864,31.774,29.291,24.799,Qatar Grand Prix
0 days 01:32:02.848000,VER,1,0 days 00:01:25.803000,21.0,2.0,,,0 days 00:00:31.690000,0 days 00:00:29.289000,0 days 00:00:24.824000,0 days 01:31:08.761000,0 days 01:31:38.050000,0 days 01:32:02.874000,242.0,285.0,278.0,,False,MEDIUM,14.0,True,Red Bull Racing,0 days 01:30:37.045000,2025-11-30 16:35:22.720,1,3.0,False,,False,True,85.803,31.69,29.289,24.824,Qatar Grand Prix
0 days 01:33:28.769000,VER,1,0 days 00:01:25.921000,22.0,2.0,,,0 days 00:00:31.799000,0 days 00:00:29.414000,0 days 00:00:24.708000,0 days 01:32:34.673000,0 days 01:33:04.087000,0 days 01:33:28.795000,240.0,285.0,277.0,,False,MEDIUM,15.0,True,Red Bull Racing,0 days 01:32:02.848000,2025-11-30 16:36:48.523,1,3.0,False,,False,True,85.921,31.799,29.414,24.708,Qatar Grand Prix
0 days 01:34:54.646000,VER,1,0 days 00:01:25.877000,23.0,2.0,,,0 days 00:00:31.813000,0 days 00:00:29.358000,0 days 00:00:24.706000,0 days 01:34:00.608000,0 days 01:34:29.966000,0 days 01:34:54.672000,242.0,286.0,279.0,309.0,False,MEDIUM,16.0,True,Red Bull Racing,0 days 01:33:28.769000,2025-11-30 16:38:14.444,1,3.0,False,,False,True,85.877,31.813,29.358,24.706,Qatar Grand Prix
0 days 01:36:20.386000,VER,1,0 days 00:01:25.740000,24.0,2.0,,,0 days 00:00:31.708000,0 days 00:00:29.358000,0 days 00:00:24.674000,0 days 01:35:26.380000,0 days 01:35:55.738000,0 days 01:36:20.412000,241.0,286.0,278.0,,False,MEDIUM,17.0,True,Red Bull Racing,0 days 01:34:54.646000,2025-11-30 16:39:40.321,1,3.0,False,,False,True,85.74,31.708,29.358,24.674,Qatar Grand Prix
0 days 01:37:46.004000,VER,1,0 days 00:01:25.618000,25.0,2.0,,,0 days 00:00:31.733000,0 days 00:00:29.292000,0 days 00:00:24.593000,0 days 01:36:52.145000,0 days 01:37:21.437000,0 days 01:37:46.030000,243.0,286.0,278.0,308.0,True,MEDIUM,18.0,True,Red Bull Racing,0 days 01:36:20.386000,2025-11-30 16:41:06.061,1,1.0,False,,False,True,85.618,31.733,29.292,24.593,Qatar Grand Prix
0 days 01:39:11.435000,VER,1,0 days 00:01:25.431000,26.0,2.0,,,0 days 00:00:31.667000,0 days 00:00:29.226000,0 days 00:00:24.538000,0 days 01:38:17.697000,0 days 01:38:46.923000,0 days 01:39:11.461000,242.0,285.0,278.0,305.0,True,MEDIUM,19.0,True,Red Bull Racing,0 days 01:37:46.004000,2025-11-30 16:42:31.679,1,1.0,False,,False,True,85.431,31.667,29.226,24.538,Qatar Grand Prix
