meeting_key,session_key,driver_number,lap_number,date_start,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,segments_sector_1,segments_sector_2,segments_sector_3,st_speed
1258,10022,1,1,2025-04-20T17:03:55.449000+00:00,36.106,29.566,57.946,284.0,294.0,False,123.618,"[2048, 2049, 2051, 2049, 2051, 2051, 2051, 2051, 2049]","[2049, 2051, 2049, 2051, 2049, 2049, 2049]","[2051, 2051, 2049, 2049, 2049, 2049, 2051, 2051, 2051, 2051]",175.0
1258,10022,63,1,2025-04-20T17:03:55.449000+00:00,37.718,29.796,60.073,285.0,309.0,False,127.587,"[2048, 2049, 2049, 2051, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2051]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",128.0
1258,10022,81,1,2025-04-20T17:03:55.449000+00:00,37.023,29.518,58.921,287.0,304.0,False,125.462,"[2048, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051]","[2049, 2049, 2049, 2049, 2051, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051, 2049]",145.0
1258,10022,12,1,2025-04-20T17:03:55.449000+00:00,39.0,29.935,60.808,286.0,270.0,False,129.743,"[2048, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2051, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051, 2051]",109.0
1258,10022,16,1,2025-04-20T17:03:55.449000+00:00,38.299,29.948,60.075,287.0,292.0,False,128.322,"[None, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2051, 2049, 2049, 2051, 2051, 2049]",123.0
1258,10022,44,1,2025-04-20T17:03:55.449000+00:00,39.288,30.282,63.308,284.0,219.0,False,132.878,"[2048, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051]",125.0
1258,10022,55,1,2025-04-20T17:03:55.449000+00:00,40.174,30.492,63.293,286.0,203.0,False,133.959,"[None, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2051, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051, 2051]",119.0
1258,10022,22,1,2025-04-20T17:03:55.449000+00:00,95.471,33.152,37.433,266.0,272.0,False,166.056,"[2048, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2051, 2051, 2051, 2051, 2051, 2051, 2051, 2064, 2064]",266.0
1258,10022,10,1,2025-04-20T17:03:55.449000+00:00,,,,,,False,,"[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",
1258,10022,30,1,2025-04-20T17:03:55.449000+00:00,42.613,38.681,62.302,284.0,82.0,False,143.596,"[2048, 2051, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2051, 2049, 2049, 2049, 2049]",144.0
1258,10022,14,1,2025-04-20T17:03:55.449000+00:00,41.754,34.869,62.039,288.0,87.0,False,138.662,"[2048, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051, 2051]",137.0
1258,10022,6,1,2025-04-20T17:03:55.449000+00:00,41.993,36.83,62.511,285.0,83.0,False,141.334,"[2048, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",145.0
1258,10022,4,1,2025-04-20T17:03:55.449000+00:00,41.022,30.989,64.401,286.0,164.0,False,136.412,"[None, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051, 2051]",106.0
1258,10022,23,1,2025-04-20T17:03:55.449000+00:00,41.464,31.58,64.696,288.0,159.0,False,137.74,"[None, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2051, 2049]","[2049, 2049, 2049, 2051, 2049, 2049, 2049, 2049, 2049, 2049]",115.0
1258,10022,7,1,2025-04-20T17:03:55.449000+00:00,43.249,41.751,63.695,289.0,84.0,False,148.695,"[2048, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2064, 2064]",153.0
1258,10022,87,1,2025-04-20T17:03:55.449000+00:00,42.845,39.552,62.157,284.0,83.0,False,144.554,"[None, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",159.0
1258,10022,31,1,2025-04-20T17:03:55.449000+00:00,44.299,43.922,61.646,284.0,88.0,False,149.867,"[2048, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2064, 2064]",158.0
1258,10022,5,1,2025-04-20T17:03:55.449000+00:00,44.675,44.862,60.721,282.0,92.0,False,150.258,"[2048, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2064, 2064]",157.0
1258,10022,18,1,2025-04-20T17:03:55.449000+00:00,43.099,40.767,62.454,289.0,83.0,False,146.32,"[None, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",172.0
1258,10022,27,1,2025-04-20T17:03:55.449000+00:00,43.986,43.253,60.331,282.0,81.0,False,147.57,"[None, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2048]",165.0
1258,10022,1,2,2025-04-20T17:05:59.066000+00:00,68.808,49.472,46.62,157.0,141.0,False,164.9,"[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",236.0
1258,10022,81,2,2025-04-20T17:06:00.910000+00:00,68.447,49.209,46.412,143.0,175.0,False,164.068,"[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2051]",226.0
1258,10022,63,2,2025-04-20T17:06:03.035000+00:00,68.389,48.786,46.575,95.0,153.0,False,163.75,"[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2049, 2049, 2049, 2048, 2049, 2049, 2049, 2049]",232.0
1258,10022,16,2,2025-04-20T17:06:03.770000+00:00,69.037,48.687,47.002,124.0,187.0,False,164.726,"[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2049, 2049, 2048, 2049, 2049, 2048, 2049, 2049]",254.0
1258,10022,12,2,2025-04-20T17:06:05.191000+00:00,68.699,48.847,47.007,124.0,204.0,False,164.553,"[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2049, 2049, 2049, 2049, 2048, 2049, 2049, 2049, 2049]",271.0
1258,10022,44,2,2025-04-20T17:06:08.326000+00:00,66.777,49.247,47.518,181.0,156.0,False,163.542,"[2049, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049, 2049]",244.0
1258,10022,55,2,2025-04-20T17:06:09.407000+00:00,66.516,49.245,47.623,212.0,172.0,False,163.384,"[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2049, 2049, 2049, 2049, 2048, 2049, 2049, 2048, 2049]",250.0
1258,10022,4,2,2025-04-20T17:06:11.860000+00:00,66.504,48.565,47.525,240.0,222.0,False,162.594,"[2051, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2049, 2049, 2048, 2049, 2048, 2049, 2049, 2051, 2051]",257.0
1258,10022,23,2,2025-04-20T17:06:13.188000+00:00,66.55,48.381,47.41,235.0,218.0,False,162.341,"[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2049, 2049, 2049, 2049, 2048, 2049, 2049, 2049, 2049]",240.0
1258,10022,14,2,2025-04-20T17:06:14.110000+00:00,66.341,48.847,48.108,235.0,226.0,False,163.296,"[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049]","[2049, 2049, 2051, 2049, 2049, 2048, 2049, 2049, 2048, 2048]",246.0
