date,session_key,meeting_key,driver_number,position
2025-04-20T16:07:01.574000+00:00,10022,1258,1,1
2025-04-20T16:07:01.574000+00:00,10022,1258,81,2
2025-04-20T16:07:01.574000+00:00,10022,1258,63,3
2025-04-20T16:07:01.574000+00:00,10022,1258,16,4
2025-04-20T16:07:01.574000+00:00,10022,1258,12,5
2025-04-20T16:07:01.574000+00:00,10022,1258,55,6
2025-04-20T16:07:01.574000+00:00,10022,1258,44,7
2025-04-20T16:07:01.574000+00:00,10022,1258,22,8
2025-04-20T16:07:01.574000+00:00,10022,1258,10,9
2025-04-20T16:07:01.574000+00:00,10022,1258,4,10
2025-04-20T16:07:01.574000+00:00,10022,1258,23,11
2025-04-20T16:07:01.574000+00:00,10022,1258,30,12
2025-04-20T16:07:01.574000+00:00,10022,1258,14,13
2025-04-20T16:07:01.574000+00:00,10022,1258,6,14
2025-04-20T16:07:01.574000+00:00,10022,1258,87,15
2025-04-20T16:07:01.574000+00:00,10022,1258,18,16
2025-04-20T16:07:01.574000+00:00,10022,1258,7,17
2025-04-20T16:07:01.574000+00:00,10022,1258,27,18
2025-04-20T16:07:01.574000+00:00,10022,1258,31,19
2025-04-20T16:07:01.574000+00:00,10022,1258,5,20
2025-04-20T17:04:02.325000+00:00,10022,1258,1,2
2025-04-20T17:04:02.325000+00:00,10022,1258,81,1
2025-04-20T17:04:03.486000+00:00,10022,1258,55,7
2025-04-20T17:04:03.486000+00:00,10022,1258,44,6
2025-04-20T17:04:04.047000+00:00,10022,1258,4,11
2025-04-20T17:04:04.047000+00:00,10022,1258,23,10
2025-04-20T17:04:04.296000+00:00,10022,1258,30,13
2025-04-20T17:04:04.296000+00:00,10022,1258,14,12
2025-04-20T17:04:04.561000+00:00,10022,1258,6,15
2025-04-20T17:04:04.561000+00:00,10022,1258,87,14
2025-04-20T17:04:05.077000+00:00,10022,1258,1,1
2025-04-20T17:04:05.077000+00:00,10022,1258,81,2
2025-04-20T17:04:06.311000+00:00,10022,1258,16,5
2025-04-20T17:04:06.311000+00:00,10022,1258,12,4
2025-04-20T17:04:07.921000+00:00,10022,1258,4,10
2025-04-20T17:04:07.921000+00:00,10022,1258,23,11
2025-04-20T17:04:08.671000+00:00,10022,1258,6,14
2025-04-20T17:04:08.671000+00:00,10022,1258,87,15
2025-04-20T17:04:11.421000+00:00,10022,1258,16,4
2025-04-20T17:04:11.421000+00:00,10022,1258,12,5
2025-04-20T17:04:16.577000+00:00,10022,1258,22,9
2025-04-20T17:04:16.577000+00:00,10022,1258,10,8
2025-04-20T17:04:22.852000+00:00,10022,1258,22,10
2025-04-20T17:04:22.852000+00:00,10022,1258,10,9
2025-04-20T17:04:22.852000+00:00,10022,1258,4,8
2025-04-20T17:04:23.087000+00:00,10022,1258,22,11
2025-04-20T17:04:23.087000+00:00,10022,1258,10,10
2025-04-20T17:04:23.087000+00:00,10022,1258,23,9
2025-04-20T17:04:23.344000+00:00,10022,1258,22,12
2025-04-20T17:04:23.344000+00:00,10022,1258,10,11
2025-04-20T17:04:23.344000+00:00,10022,1258,14,10
2025-04-20T17:04:23.673000+00:00,10022,1258,22,13
2025-04-20T17:04:23.673000+00:00,10022,1258,10,12
2025-04-20T17:04:23.673000+00:00,10022,1258,30,14
2025-04-20T17:04:23.673000+00:00,10022,1258,6,11
2025-04-20T17:04:23.917000+00:00,10022,1258,22,14
2025-04-20T17:04:23.917000+00:00,10022,1258,10,13
2025-04-20T17:04:23.917000+00:00,10022,1258,30,12
2025-04-20T17:04:24.011000+00:00,10022,1258,22,15
2025-04-20T17:04:24.011000+00:00,10022,1258,10,14
2025-04-20T17:04:24.011000+00:00,10022,1258,87,13
2025-04-20T17:04:24.366000+00:00,10022,1258,22,16
2025-04-20T17:04:24.366000+00:00,10022,1258,10,15
2025-04-20T17:04:24.366000+00:00,10022,1258,18,14
2025-04-20T17:04:24.549000+00:00,10022,1258,22,17
2025-04-20T17:04:24.549000+00:00,10022,1258,10,16
2025-04-20T17:04:24.549000+00:00,10022,1258,7,15
2025-04-20T17:04:25.065000+00:00,10022,1258,22,18
2025-04-20T17:04:25.065000+00:00,10022,1258,10,17
2025-04-20T17:04:25.065000+00:00,10022,1258,27,16
2025-04-20T17:04:25.308000+00:00,10022,1258,22,19
2025-04-20T17:04:25.308000+00:00,10022,1258,10,18
2025-04-20T17:04:25.308000+00:00,10022,1258,31,17
2025-04-20T17:04:25.780000+00:00,10022,1258,22,20
2025-04-20T17:04:25.780000+00:00,10022,1258,10,19
2025-04-20T17:04:25.780000+00:00,10022,1258,5,18
2025-04-20T17:05:13.927000+00:00,10022,1258,22,19
2025-04-20T17:05:13.927000+00:00,10022,1258,10,20
2025-04-20T17:06:21.612000+00:00,10022,1258,7,16
2025-04-20T17:06:21.612000+00:00,10022,1258,27,15
2025-04-20T17:13:12.846000+00:00,10022,1258,14,11
2025-04-20T17:13:12.846000+00:00,10022,1258,6,10
2025-04-20T17:16:37.450000+00:00,10022,1258,55,8
2025-04-20T17:16:37.450000+00:00,10022,1258,4,7
2025-04-20T17:25:47.679000+00:00,10022,1258,44,7
2025-04-20T17:25:47.679000+00:00,10022,1258,4,6
2025-04-20T17:26:03.713000+00:00,10022,1258,44,6
2025-04-20T17:26:03.713000+00:00,10022,1258,4,7
2025-04-20T17:27:23.544000+00:00,10022,1258,44,7
2025-04-20T17:27:23.544000+00:00,10022,1258,4,6
2025-04-20T17:27:33.982000+00:00,10022,1258,44,6
2025-04-20T17:27:33.982000+00:00,10022,1258,4,7
2025-04-20T17:29:09.012000+00:00,10022,1258,44,7
2025-04-20T17:29:09.012000+00:00,10022,1258,4,6
2025-04-20T17:29:19.473000+00:00,10022,1258,30,11
2025-04-20T17:29:19.473000+00:00,10022,1258,14,12
2025-04-20T17:35:30.478000+00:00,10022,1258,12,6
2025-04-20T17:35:30.478000+00:00,10022,1258,4,5
2025-04-20T17:35:43.495000+00:00,10022,1258,87,14
2025-04-20T17:35:43.495000+00:00,10022,1258,18,13
2025-04-20T17:35:49.091000+00:00,10022,1258,87,15
2025-04-20T17:35:49.091000+00:00,10022,1258,27,14
2025-04-20T17:35:49.311000+00:00,10022,1258,87,16
2025-04-20T17:35:49.311000+00:00,10022,1258,7,15
2025-04-20T17:35:50.876000+00:00,10022,1258,87,17
2025-04-20T17:35:50.876000+00:00,10022,1258,31,16
2025-04-20T17:35:53.153000+00:00,10022,1258,87,18
2025-04-20T17:35:53.153000+00:00,10022,1258,5,17
2025-04-20T17:36:52.535000+00:00,10022,1258,81,3
2025-04-20T17:36:52.535000+00:00,10022,1258,63,2
2025-04-20T17:36:54.613000+00:00,10022,1258,81,4
2025-04-20T17:36:54.613000+00:00,10022,1258,16,3
2025-04-20T17:36:59.348000+00:00,10022,1258,81,5
2025-04-20T17:36:59.348000+00:00,10022,1258,4,4
2025-04-20T17:36:59.863000+00:00,10022,1258,12,7
2025-04-20T17:36:59.863000+00:00,10022,1258,44,6
2025-04-20T17:37:04.019000+00:00,10022,1258,81,6
2025-04-20T17:37:04.019000+00:00,10022,1258,44,5
2025-04-20T17:37:08.623000+00:00,10022,1258,12,8
