date,session_key,driver_number,position,meeting_key
2025-06-29T14:18:19.924000+00:00,9955,5,6,1264
2025-06-29T14:18:19.924000+00:00,9955,31,5,1264
2025-06-29T14:18:21.806000+00:00,9955,30,6,1264
2025-06-29T14:18:21.806000+00:00,9955,5,7,1264
2025-06-29T14:18:22.635000+00:00,9955,5,8,1264
2025-06-29T14:18:22.635000+00:00,9955,14,7,1264
2025-06-29T14:18:24.711000+00:00,9955,63,8,1264
2025-06-29T14:18:24.711000+00:00,9955,5,9,1264
2025-06-29T14:18:28.396000+00:00,9955,5,10,1264
2025-06-29T14:18:28.396000+00:00,9955,6,9,1264
2025-06-29T14:19:09.423000+00:00,9955,16,3,1264
2025-06-29T14:19:09.423000+00:00,9955,44,4,1264
2025-06-29T14:19:28.797000+00:00,9955,30,5,1264
2025-06-29T14:19:28.797000+00:00,9955,31,6,1264
2025-06-29T14:19:29.688000+00:00,9955,14,6,1264
2025-06-29T14:19:29.688000+00:00,9955,31,7,1264
2025-06-29T14:19:34.717000+00:00,9955,63,7,1264
2025-06-29T14:19:34.717000+00:00,9955,31,8,1264
2025-06-29T14:19:39.086000+00:00,9955,6,8,1264
2025-06-29T14:19:39.086000+00:00,9955,31,9,1264
2025-06-29T14:19:46.803000+00:00,9955,5,9,1264
2025-06-29T14:19:46.803000+00:00,9955,31,10,1264
2025-06-29T14:19:48.235000+00:00,9955,31,11,1264
2025-06-29T14:19:48.235000+00:00,9955,27,10,1264
2025-06-29T14:19:57.497000+00:00,9955,87,11,1264
2025-06-29T14:19:57.497000+00:00,9955,31,12,1264
2025-06-29T14:20:27.770000+00:00,9955,87,12,1264
2025-06-29T14:20:27.770000+00:00,9955,31,11,1264
2025-06-29T14:20:52.270000+00:00,9955,4,2,1264
2025-06-29T14:20:52.270000+00:00,9955,81,1,1264
2025-06-29T14:22:21.635000+00:00,9955,4,1,1264
2025-06-29T14:22:21.635000+00:00,9955,81,2,1264
2025-06-29T14:22:38.998000+00:00,9955,10,13,1264
2025-06-29T14:22:38.998000+00:00,9955,18,14,1264
2025-06-29T14:23:25.541000+00:00,9955,63,6,1264
2025-06-29T14:23:25.541000+00:00,9955,14,7,1264
2025-06-29T14:23:36.775000+00:00,9955,18,15,1264
2025-06-29T14:23:36.775000+00:00,9955,22,14,1264
2025-06-29T14:23:37.119000+00:00,9955,43,15,1264
2025-06-29T14:23:37.119000+00:00,9955,18,16,1264
2025-06-29T14:24:05.659000+00:00,9955,43,14,1264
2025-06-29T14:24:05.659000+00:00,9955,22,15,1264
2025-06-29T14:24:35.613000+00:00,9955,63,5,1264
2025-06-29T14:24:35.613000+00:00,9955,30,6,1264
2025-06-29T14:25:51.957000+00:00,9955,5,8,1264
2025-06-29T14:25:51.957000+00:00,9955,6,9,1264
2025-06-29T14:27:10.031000+00:00,9955,6,10,1264
2025-06-29T14:27:10.031000+00:00,9955,27,9,1264
2025-06-29T14:28:21.976000+00:00,9955,6,11,1264
2025-06-29T14:28:21.976000+00:00,9955,31,10,1264
2025-06-29T14:31:58.738000+00:00,9955,18,15,1264
2025-06-29T14:31:58.738000+00:00,9955,22,16,1264
2025-06-29T14:38:00.661000+00:00,9955,43,15,1264
2025-06-29T14:38:00.661000+00:00,9955,18,14,1264
2025-06-29T14:38:01.251000+00:00,9955,6,12,1264
2025-06-29T14:38:01.251000+00:00,9955,87,11,1264
2025-06-29T14:39:47.353000+00:00,9955,5,7,1264
2025-06-29T14:39:47.353000+00:00,9955,14,8,1264
2025-06-29T14:39:53.200000+00:00,9955,5,8,1264
2025-06-29T14:39:53.200000+00:00,9955,14,7,1264
