date,session_key,meeting_key,position,driver_number
2025-05-25T13:04:41.774000+00:00,9979,1261,17,10
2025-05-25T13:04:41.774000+00:00,9979,1261,15,43
2025-05-25T13:04:42.573000+00:00,9979,1261,17,22
2025-05-25T13:04:42.573000+00:00,9979,1261,18,10
2025-05-25T13:04:42.573000+00:00,9979,1261,16,18
2025-05-25T13:14:55.049000+00:00,9979,1261,18,22
2025-05-25T13:14:55.049000+00:00,9979,1261,17,10
2025-05-25T13:14:57.064000+00:00,9979,1261,16,10
2025-05-25T13:14:57.064000+00:00,9979,1261,17,18
2025-05-25T13:15:04.455000+00:00,9979,1261,17,10
2025-05-25T13:15:04.455000+00:00,9979,1261,16,18
2025-05-25T13:15:06.861000+00:00,9979,1261,17,22
2025-05-25T13:15:06.861000+00:00,9979,1261,18,10
2025-05-25T13:15:23.221000+00:00,9979,1261,19,10
2025-05-25T13:15:23.221000+00:00,9979,1261,18,87
2025-05-25T13:15:35.783000+00:00,9979,1261,19,5
2025-05-25T13:15:35.783000+00:00,9979,1261,20,10
2025-05-25T13:20:48.196000+00:00,9979,1261,13,27
2025-05-25T13:20:48.196000+00:00,9979,1261,12,63
2025-05-25T13:20:48.780000+00:00,9979,1261,14,27
2025-05-25T13:20:48.780000+00:00,9979,1261,13,12
2025-05-25T13:20:49.539000+00:00,9979,1261,16,22
2025-05-25T13:20:49.539000+00:00,9979,1261,20,27
2025-05-25T13:20:49.539000+00:00,9979,1261,18,5
2025-05-25T13:20:49.539000+00:00,9979,1261,19,10
2025-05-25T13:20:49.539000+00:00,9979,1261,14,43
2025-05-25T13:20:49.539000+00:00,9979,1261,15,18
2025-05-25T13:20:49.539000+00:00,9979,1261,17,87
2025-05-25T13:20:49.574000+00:00,9979,1261,17,22
2025-05-25T13:20:49.574000+00:00,9979,1261,15,27
2025-05-25T13:20:49.574000+00:00,9979,1261,19,5
2025-05-25T13:20:49.574000+00:00,9979,1261,20,10
2025-05-25T13:20:49.574000+00:00,9979,1261,16,18
2025-05-25T13:20:49.574000+00:00,9979,1261,18,87
2025-05-25T13:20:50.175000+00:00,9979,1261,16,27
2025-05-25T13:20:50.175000+00:00,9979,1261,15,18
2025-05-25T13:20:51.156000+00:00,9979,1261,16,22
2025-05-25T13:20:51.156000+00:00,9979,1261,17,27
2025-05-25T13:20:51.751000+00:00,9979,1261,18,27
2025-05-25T13:20:51.751000+00:00,9979,1261,17,87
2025-05-25T13:20:53.205000+00:00,9979,1261,19,27
2025-05-25T13:20:53.205000+00:00,9979,1261,18,5
2025-05-25T13:22:09.567000+00:00,9979,1261,15,43
2025-05-25T13:22:09.567000+00:00,9979,1261,14,18
2025-05-25T13:22:10.379000+00:00,9979,1261,15,22
2025-05-25T13:22:10.379000+00:00,9979,1261,16,43
2025-05-25T13:22:11.457000+00:00,9979,1261,17,43
2025-05-25T13:22:11.457000+00:00,9979,1261,16,87
2025-05-25T13:22:12.348000+00:00,9979,1261,17,5
2025-05-25T13:22:12.348000+00:00,9979,1261,18,43
2025-05-25T13:22:22.457000+00:00,9979,1261,18,27
2025-05-25T13:22:22.457000+00:00,9979,1261,19,43
2025-05-25T13:23:04.317000+00:00,9979,1261,6,6
2025-05-25T13:23:04.317000+00:00,9979,1261,5,14
2025-05-25T13:23:05.661000+00:00,9979,1261,7,6
2025-05-25T13:23:05.661000+00:00,9979,1261,6,44
2025-05-25T13:23:07.692000+00:00,9979,1261,8,6
2025-05-25T13:23:07.692000+00:00,9979,1261,7,31
2025-05-25T13:25:37.580000+00:00,9979,1261,6,14
2025-05-25T13:25:37.580000+00:00,9979,1261,5,44
2025-05-25T13:25:54.783000+00:00,9979,1261,7,6
2025-05-25T13:25:54.783000+00:00,9979,1261,8,31
2025-05-25T13:26:00.033000+00:00,9979,1261,6,6
2025-05-25T13:26:00.033000+00:00,9979,1261,7,14
2025-05-25T13:27:29.760000+00:00,9979,1261,14,22
2025-05-25T13:27:29.760000+00:00,9979,1261,15,18
2025-05-25T13:27:30.708000+00:00,9979,1261,15,5
2025-05-25T13:27:30.708000+00:00,9979,1261,16,18
2025-05-25T13:27:30.708000+00:00,9979,1261,17,87
2025-05-25T13:27:33.399000+00:00,9979,1261,16,27
2025-05-25T13:27:33.399000+00:00,9979,1261,17,18
2025-05-25T13:27:33.399000+00:00,9979,1261,18,87
2025-05-25T13:27:34.027000+00:00,9979,1261,17,43
2025-05-25T13:27:34.027000+00:00,9979,1261,18,18
2025-05-25T13:27:34.027000+00:00,9979,1261,19,87
2025-05-25T13:29:11.138000+00:00,9979,1261,2,4
2025-05-25T13:29:11.138000+00:00,9979,1261,1,16
2025-05-25T13:29:13.981000+00:00,9979,1261,3,4
2025-05-25T13:29:13.981000+00:00,9979,1261,2,81
2025-05-25T13:29:16.684000+00:00,9979,1261,4,4
2025-05-25T13:29:16.684000+00:00,9979,1261,3,1
2025-05-25T13:29:48.372000+00:00,9979,1261,7,6
2025-05-25T13:29:48.372000+00:00,9979,1261,6,14
2025-05-25T13:29:50.528000+00:00,9979,1261,8,6
2025-05-25T13:29:50.528000+00:00,9979,1261,7,31
2025-05-25T13:30:32.325000+00:00,9979,1261,3,81
2025-05-25T13:30:32.325000+00:00,9979,1261,2,1
2025-05-25T13:30:42.887000+00:00,9979,1261,3,4
2025-05-25T13:30:42.887000+00:00,9979,1261,4,81
2025-05-25T13:33:02.464000+00:00,9979,1261,2,16
2025-05-25T13:33:02.464000+00:00,9979,1261,1,1
2025-05-25T13:33:13.043000+00:00,9979,1261,2,4
2025-05-25T13:33:13.043000+00:00,9979,1261,3,16
2025-05-25T13:39:16.528000+00:00,9979,1261,15,27
2025-05-25T13:39:16.528000+00:00,9979,1261,16,5
2025-05-25T13:39:21.746000+00:00,9979,1261,17,5
2025-05-25T13:39:21.746000+00:00,9979,1261,18,43
2025-05-25T13:39:21.746000+00:00,9979,1261,16,18
2025-05-25T13:39:22.559000+00:00,9979,1261,18,5
2025-05-25T13:39:22.559000+00:00,9979,1261,19,43
2025-05-25T13:39:22.559000+00:00,9979,1261,17,87
2025-05-25T13:40:41.887000+00:00,9979,1261,1,4
2025-05-25T13:40:41.887000+00:00,9979,1261,2,1
2025-05-25T13:40:49.294000+00:00,9979,1261,2,16
2025-05-25T13:40:49.294000+00:00,9979,1261,3,1
2025-05-25T13:40:53.122000+00:00,9979,1261,3,81
2025-05-25T13:40:53.122000+00:00,9979,1261,4,1
2025-05-25T13:41:37.119000+00:00,9979,1261,7,6
2025-05-25T13:41:37.119000+00:00,9979,1261,8,31
2025-05-25T13:41:39.478000+00:00,9979,1261,9,31
2025-05-25T13:41:39.478000+00:00,9979,1261,8,30
2025-05-25T13:41:40.619000+00:00,9979,1261,10,31
2025-05-25T13:41:40.619000+00:00,9979,1261,9,23
2025-05-25T13:45:31.340000+00:00,9979,1261,9,30
2025-05-25T13:45:31.340000+00:00,9979,1261,8,23
2025-05-25T13:45:34.809000+00:00,9979,1261,9,31
2025-05-25T13:45:34.809000+00:00,9979,1261,10,30
2025-05-25T13:46:50.271000+00:00,9979,1261,8,31
2025-05-25T13:46:50.271000+00:00,9979,1261,9,23
2025-05-25T13:47:10.598000+00:00,9979,1261,9,30
2025-05-25T13:47:10.598000+00:00,9979,1261,10,23
2025-05-25T13:51:15.538000+00:00,9979,1261,19,5
2025-05-25T13:51:15.538000+00:00,9979,1261,18,43
2025-05-25T13:52:55.696000+00:00,9979,1261,6,6
2025-05-25T13:52:55.696000+00:00,9979,1261,7,14
2025-05-25T13:53:01.540000+00:00,9979,1261,8,14
2025-05-25T13:53:01.540000+00:00,9979,1261,7,31
2025-05-25T13:53:24.228000+00:00,9979,1261,9,14
2025-05-25T13:53:24.228000+00:00,9979,1261,8,30
2025-05-25T13:53:27.884000+00:00,9979,1261,10,14
2025-05-25T13:53:27.884000+00:00,9979,1261,9,23
2025-05-25T13:53:39.618000+00:00,9979,1261,11,14
2025-05-25T13:53:39.618000+00:00,9979,1261,10,55
2025-05-25T13:53:40.181000+00:00,9979,1261,12,14
2025-05-25T13:53:40.181000+00:00,9979,1261,11,63
2025-05-25T13:53:40.853000+00:00,9979,1261,13,14
2025-05-25T13:53:40.853000+00:00,9979,1261,12,12
2025-05-25T13:53:41.619000+00:00,9979,1261,14,14
2025-05-25T13:53:41.619000+00:00,9979,1261,13,22
2025-05-25T13:53:42.103000+00:00,9979,1261,15,14
2025-05-25T13:53:42.103000+00:00,9979,1261,14,27
2025-05-25T13:53:42.915000+00:00,9979,1261,16,14
2025-05-25T13:53:42.915000+00:00,9979,1261,15,18
2025-05-25T13:53:43.369000+00:00,9979,1261,17,14
2025-05-25T13:53:43.369000+00:00,9979,1261,16,87
2025-05-25T13:53:43.962000+00:00,9979,1261,18,14
2025-05-25T13:53:43.962000+00:00,9979,1261,17,43
2025-05-25T13:53:56.837000+00:00,9979,1261,19,14
2025-05-25T13:53:56.837000+00:00,9979,1261,18,5
2025-05-25T13:59:54.352000+00:00,9979,1261,10,23
2025-05-25T13:59:54.352000+00:00,9979,1261,9,55
2025-05-25T14:02:59.399000+00:00,9979,1261,15,27
2025-05-25T14:02:59.399000+00:00,9979,1261,14,18
2025-05-25T14:03:01.352000+00:00,9979,1261,16,27
2025-05-25T14:03:01.352000+00:00,9979,1261,15,87
2025-05-25T14:03:03.149000+00:00,9979,1261,17,27
2025-05-25T14:03:03.149000+00:00,9979,1261,16,43
2025-05-25T14:03:03.181000+00:00,9979,1261,18,27
2025-05-25T14:03:03.181000+00:00,9979,1261,17,5
2025-05-25T14:05:55.071000+00:00,9979,1261,4,81
2025-05-25T14:05:55.071000+00:00,9979,1261,3,1
2025-05-25T14:07:09.279000+00:00,9979,1261,3,16
2025-05-25T14:07:09.279000+00:00,9979,1261,2,1
2025-05-25T14:07:46.388000+00:00,9979,1261,11,23
2025-05-25T14:07:46.388000+00:00,9979,1261,10,63
2025-05-25T14:08:23.764000+00:00,9979,1261,2,4
2025-05-25T14:08:23.764000+00:00,9979,1261,1,1
2025-05-25T14:11:40.150000+00:00,9979,1261,12,23
2025-05-25T14:11:40.150000+00:00,9979,1261,11,12
2025-05-25T14:11:57.946000+00:00,9979,1261,11,23
2025-05-25T14:11:57.946000+00:00,9979,1261,12,12
2025-05-25T14:26:20.490000+00:00,9979,1261,10,23
2025-05-25T14:26:20.490000+00:00,9979,1261,11,63
2025-05-25T14:28:28.405000+00:00,9979,1261,9,23
2025-05-25T14:28:28.405000+00:00,9979,1261,10,55
2025-05-25T14:29:21.359000+00:00,9979,1261,15,18
2025-05-25T14:29:21.359000+00:00,9979,1261,14,87
2025-05-25T14:29:22.125000+00:00,9979,1261,15,43
2025-05-25T14:29:22.125000+00:00,9979,1261,16,18
2025-05-25T14:29:26.593000+00:00,9979,1261,16,5
2025-05-25T14:29:26.593000+00:00,9979,1261,17,18
2025-05-25T14:29:28.562000+00:00,9979,1261,17,27
2025-05-25T14:29:28.562000+00:00,9979,1261,18,18
2025-05-25T14:35:46.012000+00:00,9979,1261,12,22
2025-05-25T14:35:46.012000+00:00,9979,1261,13,12
2025-05-25T14:35:46.445000+00:00,9979,1261,14,12
2025-05-25T14:35:46.445000+00:00,9979,1261,13,87
2025-05-25T14:35:48.748000+00:00,9979,1261,15,12
2025-05-25T14:35:48.748000+00:00,9979,1261,14,43
2025-05-25T14:35:54.341000+00:00,9979,1261,16,12
2025-05-25T14:35:54.341000+00:00,9979,1261,15,5
2025-05-25T14:35:55.250000+00:00,9979,1261,16,27
2025-05-25T14:35:55.250000+00:00,9979,1261,17,12
2025-05-25T14:35:57.864000+00:00,9979,1261,18,12
2025-05-25T14:35:57.864000+00:00,9979,1261,17,18
2025-05-25T14:40:49.630000+00:00,9979,1261,13,22
2025-05-25T14:40:49.630000+00:00,9979,1261,12,87
2025-05-25T14:40:53.518000+00:00,9979,1261,14,22
2025-05-25T14:40:53.518000+00:00,9979,1261,13,43
2025-05-25T14:41:01.375000+00:00,9979,1261,15,22
2025-05-25T14:41:01.375000+00:00,9979,1261,14,5
2025-05-25T14:41:02.026000+00:00,9979,1261,16,22
2025-05-25T14:41:02.026000+00:00,9979,1261,15,27
2025-05-25T14:41:02.724000+00:00,9979,1261,17,22
2025-05-25T14:41:02.724000+00:00,9979,1261,16,18
2025-05-25T14:41:49.410000+00:00,9979,1261,16,27
2025-05-25T14:41:49.410000+00:00,9979,1261,15,18
2025-05-25T14:41:53.316000+00:00,9979,1261,15,27
2025-05-25T14:41:53.316000+00:00,9979,1261,16,18
2025-05-25T14:42:30.144000+00:00,9979,1261,1,4
2025-05-25T14:42:30.144000+00:00,9979,1261,2,1
2025-05-25T14:42:31.222000+00:00,9979,1261,2,16
2025-05-25T14:42:31.222000+00:00,9979,1261,3,1
2025-05-25T14:42:32.129000+00:00,9979,1261,3,81
2025-05-25T14:42:32.129000+00:00,9979,1261,4,1
2025-05-25T14:43:52.535000+00:00,9979,1261,5,1
2025-05-25T14:43:52.535000+00:00,9979,1261,7,6
2025-05-25T14:43:52.535000+00:00,9979,1261,6,44
2025-05-25T14:43:52.535000+00:00,9979,1261,8,31
2025-05-25T14:43:52.535000+00:00,9979,1261,9,30
2025-05-25T14:43:52.535000+00:00,9979,1261,10,23
2025-05-25T14:43:52.535000+00:00,9979,1261,11,55
2025-05-25T14:43:52.535000+00:00,9979,1261,18,22
2025-05-25T14:43:52.535000+00:00,9979,1261,16,27
2025-05-25T14:43:52.535000+00:00,9979,1261,12,63
2025-05-25T14:43:52.535000+00:00,9979,1261,4,12
2025-05-25T14:43:52.535000+00:00,9979,1261,15,5
2025-05-25T14:43:52.535000+00:00,9979,1261,14,43
2025-05-25T14:43:52.535000+00:00,9979,1261,17,18
2025-05-25T14:43:52.535000+00:00,9979,1261,13,87
2025-05-25T14:43:55.191000+00:00,9979,1261,6,1
2025-05-25T14:43:55.191000+00:00,9979,1261,8,6
2025-05-25T14:43:55.191000+00:00,9979,1261,7,44
2025-05-25T14:43:55.191000+00:00,9979,1261,9,31
2025-05-25T14:43:55.191000+00:00,9979,1261,10,30
2025-05-25T14:43:55.191000+00:00,9979,1261,4,23
2025-05-25T14:43:55.191000+00:00,9979,1261,5,12
2025-05-25T14:43:58.597000+00:00,9979,1261,7,1
2025-05-25T14:43:58.597000+00:00,9979,1261,9,6
2025-05-25T14:43:58.597000+00:00,9979,1261,8,44
2025-05-25T14:43:58.597000+00:00,9979,1261,10,31
2025-05-25T14:43:58.597000+00:00,9979,1261,11,30
2025-05-25T14:43:58.597000+00:00,9979,1261,5,55
2025-05-25T14:43:58.597000+00:00,9979,1261,6,12
2025-05-25T14:44:03.910000+00:00,9979,1261,4,1
2025-05-25T14:44:03.910000+00:00,9979,1261,5,23
2025-05-25T14:44:03.910000+00:00,9979,1261,6,55
2025-05-25T14:44:03.910000+00:00,9979,1261,7,12
2025-05-25T14:44:17.191000+00:00,9979,1261,10,6
2025-05-25T14:44:17.191000+00:00,9979,1261,9,44
2025-05-25T14:44:17.191000+00:00,9979,1261,11,31
2025-05-25T14:44:17.191000+00:00,9979,1261,12,30
2025-05-25T14:44:17.191000+00:00,9979,1261,7,63
2025-05-25T14:44:17.191000+00:00,9979,1261,8,12
2025-05-25T14:44:22.816000+00:00,9979,1261,17,27
2025-05-25T14:44:22.816000+00:00,9979,1261,16,18
2025-05-25T14:44:34.675000+00:00,9979,1261,5,44
2025-05-25T14:44:34.675000+00:00,9979,1261,6,23
2025-05-25T14:44:34.675000+00:00,9979,1261,7,55
2025-05-25T14:44:34.675000+00:00,9979,1261,8,63
2025-05-25T14:44:34.675000+00:00,9979,1261,9,12
2025-05-25T14:44:38.004000+00:00,9979,1261,11,6
2025-05-25T14:44:38.004000+00:00,9979,1261,12,31
2025-05-25T14:44:38.004000+00:00,9979,1261,13,30
2025-05-25T14:44:38.004000+00:00,9979,1261,10,12
2025-05-25T14:44:38.004000+00:00,9979,1261,9,87
2025-05-25T14:44:40.441000+00:00,9979,1261,12,6
2025-05-25T14:44:40.441000+00:00,9979,1261,13,31
2025-05-25T14:44:40.441000+00:00,9979,1261,14,30
2025-05-25T14:44:40.441000+00:00,9979,1261,11,12
2025-05-25T14:44:40.441000+00:00,9979,1261,10,43
2025-05-25T14:44:48.441000+00:00,9979,1261,6,6
2025-05-25T14:44:48.441000+00:00,9979,1261,7,23
2025-05-25T14:44:48.441000+00:00,9979,1261,8,55
2025-05-25T14:44:48.441000+00:00,9979,1261,9,63
2025-05-25T14:44:48.441000+00:00,9979,1261,12,12
2025-05-25T14:44:48.441000+00:00,9979,1261,11,43
2025-05-25T14:44:48.441000+00:00,9979,1261,10,87
2025-05-25T14:44:49.347000+00:00,9979,1261,7,31
2025-05-25T14:44:49.347000+00:00,9979,1261,8,23
2025-05-25T14:44:49.347000+00:00,9979,1261,9,55
2025-05-25T14:44:49.347000+00:00,9979,1261,10,63
2025-05-25T14:44:49.347000+00:00,9979,1261,13,12
2025-05-25T14:44:49.347000+00:00,9979,1261,12,43
2025-05-25T14:44:49.347000+00:00,9979,1261,11,87
2025-05-25T14:44:50.082000+00:00,9979,1261,8,30
2025-05-25T14:44:50.082000+00:00,9979,1261,9,23
2025-05-25T14:44:50.082000+00:00,9979,1261,10,55
2025-05-25T14:44:50.082000+00:00,9979,1261,11,63
2025-05-25T14:44:50.082000+00:00,9979,1261,14,12
2025-05-25T14:44:50.082000+00:00,9979,1261,13,43
2025-05-25T14:44:50.082000+00:00,9979,1261,12,87
2025-05-25T14:44:51.754000+00:00,9979,1261,15,12
2025-05-25T14:44:51.754000+00:00,9979,1261,14,5
2025-05-25T14:44:53.676000+00:00,9979,1261,16,12
2025-05-25T14:44:53.676000+00:00,9979,1261,15,18
2025-05-25T14:44:54.832000+00:00,9979,1261,16,27
2025-05-25T14:44:54.832000+00:00,9979,1261,17,12
2025-05-25T14:44:55.113000+00:00,9979,1261,17,22
2025-05-25T14:44:55.113000+00:00,9979,1261,18,12
