date,session_key,meeting_key,driver_number,position
2025-05-04T19:06:31.216000+00:00,10033,1259,1,1
2025-05-04T19:06:31.216000+00:00,10033,1259,4,2
2025-05-04T19:06:31.216000+00:00,10033,1259,12,3
2025-05-04T19:06:31.216000+00:00,10033,1259,81,4
2025-05-04T19:06:31.216000+00:00,10033,1259,63,5
2025-05-04T19:06:31.216000+00:00,10033,1259,55,6
2025-05-04T19:06:31.216000+00:00,10033,1259,23,7
2025-05-04T19:06:31.216000+00:00,10033,1259,16,8
2025-05-04T19:06:31.216000+00:00,10033,1259,31,9
2025-05-04T19:06:31.216000+00:00,10033,1259,22,10
2025-05-04T19:06:31.216000+00:00,10033,1259,6,11
2025-05-04T19:06:31.216000+00:00,10033,1259,44,12
2025-05-04T19:06:31.216000+00:00,10033,1259,5,13
2025-05-04T19:06:31.216000+00:00,10033,1259,7,14
2025-05-04T19:06:31.216000+00:00,10033,1259,30,15
2025-05-04T19:06:31.216000+00:00,10033,1259,27,16
2025-05-04T19:06:31.216000+00:00,10033,1259,14,17
2025-05-04T19:06:31.216000+00:00,10033,1259,18,18
2025-05-04T19:06:31.216000+00:00,10033,1259,87,19
2025-05-04T19:06:31.216000+00:00,10033,1259,10,20
2025-05-04T20:03:50.503000+00:00,10033,1259,55,7
2025-05-04T20:03:50.503000+00:00,10033,1259,23,6
2025-05-04T20:03:52.021000+00:00,10033,1259,7,15
2025-05-04T20:03:52.021000+00:00,10033,1259,30,14
2025-05-04T20:03:54.650000+00:00,10033,1259,12,4
2025-05-04T20:03:54.650000+00:00,10033,1259,81,3
2025-05-04T20:03:55.374000+00:00,10033,1259,55,6
2025-05-04T20:03:55.374000+00:00,10033,1259,23,7
2025-05-04T20:03:57.337000+00:00,10033,1259,7,16
2025-05-04T20:03:57.337000+00:00,10033,1259,30,15
2025-05-04T20:03:57.337000+00:00,10033,1259,27,14
2025-05-04T20:03:57.366000+00:00,10033,1259,7,15
2025-05-04T20:03:57.366000+00:00,10033,1259,30,16
2025-05-04T20:03:57.636000+00:00,10033,1259,30,17
2025-05-04T20:03:57.636000+00:00,10033,1259,14,18
2025-05-04T20:03:57.636000+00:00,10033,1259,18,16
2025-05-04T20:03:57.854000+00:00,10033,1259,30,18
2025-05-04T20:03:57.854000+00:00,10033,1259,14,17
2025-05-04T20:03:57.889000+00:00,10033,1259,30,19
2025-05-04T20:03:57.889000+00:00,10033,1259,87,18
2025-05-04T20:03:58.671000+00:00,10033,1259,30,20
2025-05-04T20:03:58.671000+00:00,10033,1259,10,19
2025-05-04T20:03:59.033000+00:00,10033,1259,4,3
2025-05-04T20:03:59.033000+00:00,10033,1259,12,2
2025-05-04T20:03:59.033000+00:00,10033,1259,81,4
2025-05-04T20:03:59.276000+00:00,10033,1259,4,4
2025-05-04T20:03:59.276000+00:00,10033,1259,81,3
2025-05-04T20:03:59.590000+00:00,10033,1259,4,5
2025-05-04T20:03:59.590000+00:00,10033,1259,63,4
2025-05-04T20:04:00.023000+00:00,10033,1259,4,6
2025-05-04T20:04:00.023000+00:00,10033,1259,55,7
2025-05-04T20:04:00.023000+00:00,10033,1259,23,5
2025-05-04T20:04:02.711000+00:00,10033,1259,7,16
2025-05-04T20:04:02.711000+00:00,10033,1259,18,15
2025-05-04T20:04:03.349000+00:00,10033,1259,7,17
2025-05-04T20:04:03.349000+00:00,10033,1259,14,18
2025-05-04T20:04:03.349000+00:00,10033,1259,87,16
2025-05-04T20:04:03.707000+00:00,10033,1259,7,18
2025-05-04T20:04:03.707000+00:00,10033,1259,14,17
2025-05-04T20:04:03.917000+00:00,10033,1259,7,19
2025-05-04T20:04:03.917000+00:00,10033,1259,10,18
2025-05-04T20:04:04.336000+00:00,10033,1259,4,7
2025-05-04T20:04:04.336000+00:00,10033,1259,55,6
2025-05-04T20:04:04.554000+00:00,10033,1259,31,10
2025-05-04T20:04:04.554000+00:00,10033,1259,22,9
2025-05-04T20:04:08.075000+00:00,10033,1259,4,6
2025-05-04T20:04:08.075000+00:00,10033,1259,55,7
2025-05-04T20:04:12.035000+00:00,10033,1259,44,13
2025-05-04T20:04:12.035000+00:00,10033,1259,5,12
2025-05-04T20:04:15.234000+00:00,10033,1259,31,9
2025-05-04T20:04:15.234000+00:00,10033,1259,22,10
2025-05-04T20:04:20.559000+00:00,10033,1259,31,10
2025-05-04T20:04:20.559000+00:00,10033,1259,22,9
2025-05-04T20:04:31.438000+00:00,10033,1259,7,20
