date,session_key,position,driver_number,meeting_key
2025-08-03T13:26:54.234000+00:00,9928,8,1,1266
2025-08-03T13:26:58.781000+00:00,9928,9,1,1266
2025-08-03T13:26:58.781000+00:00,9928,8,30,1266
2025-08-03T13:27:02.562000+00:00,9928,10,1,1266
2025-08-03T13:27:02.562000+00:00,9928,9,87,1266
2025-08-03T13:27:03.203000+00:00,9928,11,1,1266
2025-08-03T13:27:03.203000+00:00,9928,10,6,1266
2025-08-03T13:27:04.391000+00:00,9928,12,1,1266
2025-08-03T13:27:04.391000+00:00,9928,11,12,1266
2025-08-03T13:27:05.002000+00:00,9928,13,1,1266
2025-08-03T13:27:05.002000+00:00,9928,12,44,1266
2025-08-03T13:27:07.692000+00:00,9928,14,1,1266
2025-08-03T13:27:07.692000+00:00,9928,13,10,1266
2025-08-03T13:27:10.094000+00:00,9928,15,1,1266
2025-08-03T13:27:10.094000+00:00,9928,14,22,1266
2025-08-03T13:27:11.516000+00:00,9928,16,1,1266
2025-08-03T13:27:11.516000+00:00,9928,15,27,1266
2025-08-03T13:28:00.272000+00:00,9928,3,81,1266
2025-08-03T13:28:00.272000+00:00,9928,2,63,1266
2025-08-03T13:28:01.210000+00:00,9928,4,81,1266
2025-08-03T13:28:01.210000+00:00,9928,3,4,1266
2025-08-03T13:28:12.288000+00:00,9928,5,81,1266
2025-08-03T13:28:12.288000+00:00,9928,4,14,1266
2025-08-03T13:29:19.707000+00:00,9928,2,4,1266
2025-08-03T13:29:19.707000+00:00,9928,3,63,1266
2025-08-03T13:29:23.222000+00:00,9928,2,16,1266
2025-08-03T13:29:23.222000+00:00,9928,1,4,1266
2025-08-03T13:29:34.523000+00:00,9928,4,63,1266
2025-08-03T13:29:34.523000+00:00,9928,3,14,1266
2025-08-03T13:29:37.566000+00:00,9928,3,16,1266
2025-08-03T13:29:37.566000+00:00,9928,2,14,1266
2025-08-03T13:29:37.941000+00:00,9928,4,81,1266
2025-08-03T13:29:37.941000+00:00,9928,5,63,1266
2025-08-03T13:29:41.015000+00:00,9928,6,63,1266
2025-08-03T13:29:41.015000+00:00,9928,5,5,1266
2025-08-03T13:30:00.517000+00:00,9928,14,27,1266
2025-08-03T13:30:00.517000+00:00,9928,15,22,1266
2025-08-03T13:31:02.401000+00:00,9928,15,1,1266
2025-08-03T13:31:02.401000+00:00,9928,16,22,1266
2025-08-03T13:31:06.868000+00:00,9928,2,16,1266
2025-08-03T13:31:06.868000+00:00,9928,3,14,1266
2025-08-03T13:31:07.490000+00:00,9928,5,63,1266
2025-08-03T13:31:07.490000+00:00,9928,6,5,1266
2025-08-03T13:31:27.147000+00:00,9928,16,55,1266
2025-08-03T13:31:27.147000+00:00,9928,17,22,1266
2025-08-03T13:31:29.507000+00:00,9928,17,23,1266
2025-08-03T13:31:29.507000+00:00,9928,18,22,1266
2025-08-03T13:31:30.632000+00:00,9928,18,31,1266
2025-08-03T13:31:30.632000+00:00,9928,19,22,1266
2025-08-03T13:31:37.601000+00:00,9928,19,43,1266
2025-08-03T13:31:37.601000+00:00,9928,20,22,1266
2025-08-03T13:32:23.683000+00:00,9928,3,81,1266
2025-08-03T13:32:23.683000+00:00,9928,4,14,1266
2025-08-03T13:32:36.167000+00:00,9928,11,44,1266
2025-08-03T13:32:36.167000+00:00,9928,12,12,1266
2025-08-03T13:32:41.792000+00:00,9928,13,12,1266
2025-08-03T13:32:41.792000+00:00,9928,12,10,1266
2025-08-03T13:32:42.808000+00:00,9928,14,12,1266
2025-08-03T13:32:42.808000+00:00,9928,13,27,1266
2025-08-03T13:32:43.495000+00:00,9928,14,1,1266
2025-08-03T13:32:43.495000+00:00,9928,15,12,1266
2025-08-03T13:32:49.292000+00:00,9928,15,55,1266
2025-08-03T13:32:49.292000+00:00,9928,16,12,1266
2025-08-03T13:32:51.907000+00:00,9928,17,12,1266
2025-08-03T13:32:51.907000+00:00,9928,16,23,1266
2025-08-03T13:32:53.043000+00:00,9928,18,12,1266
2025-08-03T13:32:53.043000+00:00,9928,17,31,1266
2025-08-03T13:33:02.527000+00:00,9928,18,43,1266
2025-08-03T13:33:02.527000+00:00,9928,19,12,1266
2025-08-03T13:33:25.302000+00:00,9928,13,1,1266
2025-08-03T13:33:25.302000+00:00,9928,14,27,1266
2025-08-03T13:35:44.494000+00:00,9928,12,1,1266
2025-08-03T13:35:44.494000+00:00,9928,13,10,1266
2025-08-03T13:37:55.043000+00:00,9928,4,63,1266
2025-08-03T13:37:55.043000+00:00,9928,5,14,1266
2025-08-03T13:42:56.625000+00:00,9928,11,1,1266
2025-08-03T13:42:56.625000+00:00,9928,12,44,1266
2025-08-03T13:42:58.207000+00:00,9928,13,44,1266
2025-08-03T13:42:58.207000+00:00,9928,12,10,1266
2025-08-03T13:42:58.525000+00:00,9928,14,44,1266
2025-08-03T13:42:58.525000+00:00,9928,13,27,1266
2025-08-03T13:42:59.274000+00:00,9928,15,44,1266
2025-08-03T13:42:59.274000+00:00,9928,14,55,1266
2025-08-03T13:43:00.833000+00:00,9928,16,44,1266
2025-08-03T13:43:00.833000+00:00,9928,15,23,1266
2025-08-03T13:43:01.506000+00:00,9928,12,44,1266
2025-08-03T13:43:01.506000+00:00,9928,15,55,1266
2025-08-03T13:43:01.506000+00:00,9928,13,10,1266
2025-08-03T13:43:01.506000+00:00,9928,14,27,1266
2025-08-03T13:43:01.506000+00:00,9928,16,23,1266
2025-08-03T13:44:32.728000+00:00,9928,10,1,1266
2025-08-03T13:44:32.728000+00:00,9928,11,6,1266
2025-08-03T13:45:10.106000+00:00,9928,9,1,1266
2025-08-03T13:45:10.106000+00:00,9928,10,87,1266
2025-08-03T13:45:11.190000+00:00,9928,10,6,1266
2025-08-03T13:45:11.190000+00:00,9928,11,87,1266
2025-08-03T13:45:16.304000+00:00,9928,12,87,1266
2025-08-03T13:45:16.304000+00:00,9928,11,44,1266
2025-08-03T13:45:17.326000+00:00,9928,13,87,1266
2025-08-03T13:45:17.326000+00:00,9928,12,10,1266
2025-08-03T13:45:17.700000+00:00,9928,14,87,1266
2025-08-03T13:45:17.700000+00:00,9928,13,27,1266
2025-08-03T13:45:18.460000+00:00,9928,15,87,1266
2025-08-03T13:45:18.460000+00:00,9928,14,55,1266
2025-08-03T13:45:19.830000+00:00,9928,16,87,1266
2025-08-03T13:45:19.830000+00:00,9928,15,23,1266
2025-08-03T13:45:20.524000+00:00,9928,17,87,1266
2025-08-03T13:45:20.524000+00:00,9928,16,31,1266
2025-08-03T13:45:22.190000+00:00,9928,18,87,1266
2025-08-03T13:45:22.190000+00:00,9928,17,43,1266
2025-08-03T13:45:22.563000+00:00,9928,19,87,1266
2025-08-03T13:45:22.563000+00:00,9928,18,12,1266
2025-08-03T13:45:24.758000+00:00,9928,20,87,1266
2025-08-03T13:45:24.758000+00:00,9928,19,22,1266
2025-08-03T13:45:47.664000+00:00,9928,1,16,1266
2025-08-03T13:45:47.664000+00:00,9928,2,4,1266
2025-08-03T13:45:52.734000+00:00,9928,2,81,1266
2025-08-03T13:45:52.734000+00:00,9928,3,4,1266
2025-08-03T13:46:01.334000+00:00,9928,4,4,1266
2025-08-03T13:46:01.334000+00:00,9928,3,63,1266
2025-08-03T13:48:01.384000+00:00,9928,13,10,1266
2025-08-03T13:48:01.384000+00:00,9928,12,27,1266
2025-08-03T13:48:02.115000+00:00,9928,13,55,1266
2025-08-03T13:48:02.115000+00:00,9928,14,10,1266
2025-08-03T13:48:03.454000+00:00,9928,15,10,1266
2025-08-03T13:48:03.454000+00:00,9928,14,23,1266
2025-08-03T13:48:08.435000+00:00,9928,16,10,1266
2025-08-03T13:48:08.435000+00:00,9928,15,31,1266
2025-08-03T13:48:09.403000+00:00,9928,16,43,1266
2025-08-03T13:48:09.403000+00:00,9928,17,10,1266
2025-08-03T13:48:09.857000+00:00,9928,17,12,1266
2025-08-03T13:48:09.857000+00:00,9928,18,10,1266
2025-08-03T13:48:11.432000+00:00,9928,19,10,1266
2025-08-03T13:48:11.432000+00:00,9928,18,22,1266
2025-08-03T13:48:18.408000+00:00,9928,19,87,1266
2025-08-03T13:48:18.408000+00:00,9928,20,10,1266
2025-08-03T13:49:21.590000+00:00,9928,11,6,1266
2025-08-03T13:49:21.590000+00:00,9928,10,44,1266
2025-08-03T13:49:26.927000+00:00,9928,12,6,1266
2025-08-03T13:49:26.927000+00:00,9928,11,27,1266
2025-08-03T13:49:28.383000+00:00,9928,13,6,1266
2025-08-03T13:49:28.383000+00:00,9928,12,55,1266
2025-08-03T13:49:30.385000+00:00,9928,14,6,1266
2025-08-03T13:49:30.385000+00:00,9928,13,23,1266
2025-08-03T13:49:31.855000+00:00,9928,15,6,1266
2025-08-03T13:49:31.855000+00:00,9928,14,31,1266
2025-08-03T13:49:32.948000+00:00,9928,16,6,1266
2025-08-03T13:49:32.948000+00:00,9928,15,43,1266
2025-08-03T13:49:33.362000+00:00,9928,17,6,1266
2025-08-03T13:49:33.362000+00:00,9928,16,12,1266
2025-08-03T13:49:34.937000+00:00,9928,18,6,1266
2025-08-03T13:49:34.937000+00:00,9928,17,22,1266
2025-08-03T13:49:40.928000+00:00,9928,19,6,1266
2025-08-03T13:49:40.928000+00:00,9928,18,87,1266
2025-08-03T13:52:16.578000+00:00,9928,16,43,1266
2025-08-03T13:52:16.578000+00:00,9928,15,12,1266
2025-08-03T13:52:18.155000+00:00,9928,17,43,1266
2025-08-03T13:52:18.155000+00:00,9928,16,22,1266
2025-08-03T13:52:26.222000+00:00,9928,17,87,1266
2025-08-03T13:52:26.222000+00:00,9928,18,43,1266
2025-08-03T13:52:28.008000+00:00,9928,18,6,1266
2025-08-03T13:52:28.008000+00:00,9928,19,43,1266
2025-08-03T13:52:30.897000+00:00,9928,20,43,1266
2025-08-03T13:52:30.897000+00:00,9928,19,10,1266
2025-08-03T13:53:16.254000+00:00,9928,8,18,1266
2025-08-03T13:53:16.254000+00:00,9928,7,30,1266
2025-08-03T13:53:23.724000+00:00,9928,9,18,1266
2025-08-03T13:53:23.724000+00:00,9928,8,1,1266
2025-08-03T13:53:32.267000+00:00,9928,10,18,1266
2025-08-03T13:53:32.267000+00:00,9928,9,44,1266
2025-08-03T13:53:34.999000+00:00,9928,11,18,1266
2025-08-03T13:53:34.999000+00:00,9928,10,27,1266
2025-08-03T13:53:36.878000+00:00,9928,12,18,1266
2025-08-03T13:53:36.878000+00:00,9928,11,55,1266
2025-08-03T13:55:10.593000+00:00,9928,16,87,1266
2025-08-03T13:55:10.593000+00:00,9928,17,22,1266
2025-08-03T13:55:10.919000+00:00,9928,17,6,1266
2025-08-03T13:55:10.919000+00:00,9928,18,22,1266
2025-08-03T13:55:14.363000+00:00,9928,18,10,1266
2025-08-03T13:55:14.363000+00:00,9928,19,22,1266
2025-08-03T13:55:20.299000+00:00,9928,16,6,1266
2025-08-03T13:55:20.299000+00:00,9928,17,87,1266
2025-08-03T13:56:24.471000+00:00,9928,13,31,1266
2025-08-03T13:56:24.471000+00:00,9928,14,23,1266
2025-08-03T13:56:24.987000+00:00,9928,14,12,1266
2025-08-03T13:56:24.987000+00:00,9928,15,23,1266
2025-08-03T13:56:32.378000+00:00,9928,15,6,1266
2025-08-03T13:56:32.378000+00:00,9928,16,23,1266
2025-08-03T13:56:32.409000+00:00,9928,11,18,1266
2025-08-03T13:56:32.409000+00:00,9928,12,55,1266
2025-08-03T13:56:34.425000+00:00,9928,16,87,1266
2025-08-03T13:56:34.425000+00:00,9928,17,23,1266
2025-08-03T13:56:36.378000+00:00,9928,17,10,1266
2025-08-03T13:56:36.378000+00:00,9928,18,23,1266
2025-08-03T13:57:21.755000+00:00,9928,6,14,1266
2025-08-03T13:57:21.755000+00:00,9928,5,5,1266
2025-08-03T13:57:27.768000+00:00,9928,7,14,1266
2025-08-03T13:57:27.768000+00:00,9928,6,30,1266
2025-08-03T13:57:29.799000+00:00,9928,8,14,1266
2025-08-03T13:57:29.799000+00:00,9928,7,1,1266
2025-08-03T13:58:02.578000+00:00,9928,2,16,1266
2025-08-03T13:58:02.578000+00:00,9928,1,81,1266
2025-08-03T13:58:14.615000+00:00,9928,3,16,1266
2025-08-03T13:58:14.615000+00:00,9928,2,63,1266
2025-08-03T13:58:17.337000+00:00,9928,4,16,1266
2025-08-03T13:58:17.337000+00:00,9928,3,4,1266
2025-08-03T13:58:48.201000+00:00,9928,6,1,1266
2025-08-03T13:58:48.201000+00:00,9928,7,30,1266
2025-08-03T13:58:51.936000+00:00,9928,6,5,1266
2025-08-03T13:58:51.936000+00:00,9928,5,1,1266
2025-08-03T13:59:00.561000+00:00,9928,6,14,1266
2025-08-03T13:59:00.561000+00:00,9928,7,5,1266
2025-08-03T13:59:00.561000+00:00,9928,8,30,1266
2025-08-03T13:59:02.498000+00:00,9928,8,5,1266
2025-08-03T13:59:02.498000+00:00,9928,9,30,1266
2025-08-03T13:59:02.498000+00:00,9928,7,44,1266
2025-08-03T13:59:06.139000+00:00,9928,10,30,1266
2025-08-03T13:59:06.139000+00:00,9928,9,27,1266
2025-08-03T13:59:06.233000+00:00,9928,10,18,1266
2025-08-03T13:59:06.233000+00:00,9928,11,30,1266
2025-08-03T13:59:12.550000+00:00,9928,12,30,1266
2025-08-03T13:59:12.550000+00:00,9928,11,55,1266
2025-08-03T13:59:15.800000+00:00,9928,9,18,1266
2025-08-03T13:59:15.800000+00:00,9928,10,27,1266
2025-08-03T13:59:22.894000+00:00,9928,13,12,1266
2025-08-03T13:59:22.894000+00:00,9928,14,31,1266
2025-08-03T14:00:28.749000+00:00,9928,10,55,1266
2025-08-03T14:00:28.749000+00:00,9928,11,27,1266
2025-08-03T14:00:34.200000+00:00,9928,11,30,1266
2025-08-03T14:00:34.200000+00:00,9928,12,27,1266
2025-08-03T14:00:35.503000+00:00,9928,12,12,1266
2025-08-03T14:00:35.503000+00:00,9928,13,27,1266
2025-08-03T14:00:36.950000+00:00,9928,13,31,1266
2025-08-03T14:00:36.950000+00:00,9928,14,27,1266
2025-08-03T14:00:37.499000+00:00,9928,14,6,1266
2025-08-03T14:00:37.499000+00:00,9928,15,27,1266
2025-08-03T14:00:41.711000+00:00,9928,15,87,1266
2025-08-03T14:00:41.711000+00:00,9928,16,27,1266
2025-08-03T14:00:42.312000+00:00,9928,16,10,1266
2025-08-03T14:00:42.312000+00:00,9928,17,27,1266
2025-08-03T14:00:53.257000+00:00,9928,18,27,1266
2025-08-03T14:00:53.257000+00:00,9928,17,23,1266
2025-08-03T14:00:55.277000+00:00,9928,19,27,1266
2025-08-03T14:00:55.277000+00:00,9928,18,22,1266
2025-08-03T14:01:44.920000+00:00,9928,7,5,1266
2025-08-03T14:01:44.920000+00:00,9928,8,44,1266
2025-08-03T14:01:46.732000+00:00,9928,8,18,1266
2025-08-03T14:01:46.732000+00:00,9928,9,44,1266
2025-08-03T14:01:55.024000+00:00,9928,10,44,1266
2025-08-03T14:01:55.024000+00:00,9928,9,55,1266
2025-08-03T14:01:55.389000+00:00,9928,10,30,1266
2025-08-03T14:01:55.389000+00:00,9928,11,44,1266
2025-08-03T14:01:57.238000+00:00,9928,12,44,1266
2025-08-03T14:01:57.238000+00:00,9928,11,12,1266
2025-08-03T14:01:59.643000+00:00,9928,13,44,1266
2025-08-03T14:01:59.643000+00:00,9928,12,31,1266
2025-08-03T14:01:59.993000+00:00,9928,13,6,1266
2025-08-03T14:01:59.993000+00:00,9928,14,44,1266
2025-08-03T14:02:04+00:00,9928,14,87,1266
2025-08-03T14:02:04+00:00,9928,15,44,1266
2025-08-03T14:02:04.543000+00:00,9928,16,44,1266
2025-08-03T14:02:04.543000+00:00,9928,15,10,1266
2025-08-03T14:02:15.347000+00:00,9928,9,30,1266
2025-08-03T14:02:15.347000+00:00,9928,10,55,1266
2025-08-03T14:02:16.191000+00:00,9928,2,4,1266
2025-08-03T14:02:16.191000+00:00,9928,3,63,1266
2025-08-03T14:02:25.973000+00:00,9928,3,16,1266
2025-08-03T14:02:25.973000+00:00,9928,4,63,1266
2025-08-03T14:03:25.112000+00:00,9928,12,6,1266
2025-08-03T14:03:25.112000+00:00,9928,13,31,1266
2025-08-03T14:03:25.157000+00:00,9928,13,6,1266
2025-08-03T14:03:25.157000+00:00,9928,12,31,1266
2025-08-03T14:03:31.938000+00:00,9928,12,6,1266
2025-08-03T14:03:31.938000+00:00,9928,13,31,1266
2025-08-03T14:04:51.524000+00:00,9928,11,55,1266
2025-08-03T14:04:51.524000+00:00,9928,10,12,1266
2025-08-03T14:04:57.333000+00:00,9928,10,55,1266
2025-08-03T14:04:57.333000+00:00,9928,11,12,1266
2025-08-03T14:04:57.364000+00:00,9928,11,55,1266
2025-08-03T14:04:57.364000+00:00,9928,10,12,1266
2025-08-03T14:05:00.645000+00:00,9928,2,81,1266
2025-08-03T14:05:00.645000+00:00,9928,1,4,1266
2025-08-03T14:05:07.724000+00:00,9928,2,16,1266
2025-08-03T14:05:07.724000+00:00,9928,3,81,1266
2025-08-03T14:06:27.152000+00:00,9928,15,87,1266
2025-08-03T14:06:27.152000+00:00,9928,14,10,1266
2025-08-03T14:07:37.456000+00:00,9928,11,6,1266
2025-08-03T14:07:37.456000+00:00,9928,12,55,1266
2025-08-03T14:07:38.534000+00:00,9928,16,87,1266
2025-08-03T14:07:38.534000+00:00,9928,15,44,1266
2025-08-03T14:09:54.432000+00:00,9928,5,14,1266
2025-08-03T14:09:54.432000+00:00,9928,6,1,1266
2025-08-03T14:09:55.993000+00:00,9928,6,5,1266
2025-08-03T14:09:55.993000+00:00,9928,7,1,1266
2025-08-03T14:09:59.314000+00:00,9928,7,18,1266
2025-08-03T14:09:59.314000+00:00,9928,8,1,1266
2025-08-03T14:10:02.353000+00:00,9928,9,1,1266
2025-08-03T14:10:02.353000+00:00,9928,8,30,1266
2025-08-03T14:10:20.106000+00:00,9928,14,44,1266
2025-08-03T14:10:20.106000+00:00,9928,15,10,1266
2025-08-03T14:10:22.344000+00:00,9928,17,87,1266
2025-08-03T14:10:22.344000+00:00,9928,16,23,1266
2025-08-03T14:10:24.266000+00:00,9928,18,87,1266
2025-08-03T14:10:24.266000+00:00,9928,17,22,1266
2025-08-03T14:10:24.610000+00:00,9928,19,87,1266
2025-08-03T14:10:24.610000+00:00,9928,18,27,1266
2025-08-03T14:10:30.829000+00:00,9928,17,27,1266
2025-08-03T14:10:30.829000+00:00,9928,18,22,1266
2025-08-03T14:10:36.379000+00:00,9928,20,87,1266
2025-08-03T14:10:36.379000+00:00,9928,19,43,1266
2025-08-03T14:11:40.860000+00:00,9928,13,44,1266
2025-08-03T14:11:40.860000+00:00,9928,14,31,1266
2025-08-03T14:12:01.369000+00:00,9928,3,16,1266
2025-08-03T14:12:01.369000+00:00,9928,2,81,1266
2025-08-03T14:13:08.580000+00:00,9928,12,44,1266
2025-08-03T14:13:08.580000+00:00,9928,13,55,1266
2025-08-03T14:14:19.761000+00:00,9928,14,55,1266
2025-08-03T14:14:19.761000+00:00,9928,13,31,1266
2025-08-03T14:14:25.043000+00:00,9928,15,55,1266
2025-08-03T14:14:25.043000+00:00,9928,14,10,1266
2025-08-03T14:14:29.077000+00:00,9928,16,55,1266
2025-08-03T14:14:29.077000+00:00,9928,15,23,1266
2025-08-03T14:14:33.577000+00:00,9928,17,55,1266
2025-08-03T14:14:33.577000+00:00,9928,16,27,1266
2025-08-03T14:14:38.515000+00:00,9928,18,55,1266
2025-08-03T14:14:38.515000+00:00,9928,17,22,1266
2025-08-03T14:16:12.263000+00:00,9928,17,55,1266
2025-08-03T14:16:12.263000+00:00,9928,18,22,1266
2025-08-03T14:22:54.228000+00:00,9928,16,55,1266
2025-08-03T14:22:54.228000+00:00,9928,17,27,1266
2025-08-03T14:22:54.259000+00:00,9928,17,55,1266
2025-08-03T14:22:54.259000+00:00,9928,16,27,1266
2025-08-03T14:22:59.781000+00:00,9928,16,55,1266
2025-08-03T14:22:59.781000+00:00,9928,17,27,1266
2025-08-03T14:24:09.285000+00:00,9928,15,55,1266
2025-08-03T14:24:09.285000+00:00,9928,16,23,1266
2025-08-03T14:25:38.363000+00:00,9928,16,27,1266
2025-08-03T14:25:38.363000+00:00,9928,17,23,1266
2025-08-03T14:26:52.221000+00:00,9928,14,55,1266
2025-08-03T14:26:52.221000+00:00,9928,15,10,1266
2025-08-03T14:26:57.861000+00:00,9928,4,16,1266
2025-08-03T14:26:57.861000+00:00,9928,3,63,1266
2025-08-03T14:26:59.064000+00:00,9928,15,55,1266
2025-08-03T14:26:59.064000+00:00,9928,14,10,1266
2025-08-03T14:27:04.550000+00:00,9928,14,55,1266
2025-08-03T14:27:04.550000+00:00,9928,15,10,1266
2025-08-03T14:27:04.659000+00:00,9928,15,55,1266
2025-08-03T14:27:04.659000+00:00,9928,14,10,1266
