date,session_key,meeting_key,driver_number,position
2025-03-16T03:07:26.837000+00:00,9693,1254,4,1
2025-03-16T03:07:26.837000+00:00,9693,1254,81,2
2025-03-16T03:07:26.837000+00:00,9693,1254,1,3
2025-03-16T03:07:26.837000+00:00,9693,1254,63,4
2025-03-16T03:07:26.837000+00:00,9693,1254,22,5
2025-03-16T03:07:26.837000+00:00,9693,1254,23,6
2025-03-16T03:07:26.837000+00:00,9693,1254,16,7
2025-03-16T03:07:26.837000+00:00,9693,1254,44,8
2025-03-16T03:07:26.837000+00:00,9693,1254,10,9
2025-03-16T03:07:26.837000+00:00,9693,1254,55,10
2025-03-16T03:07:26.837000+00:00,9693,1254,6,11
2025-03-16T03:07:26.837000+00:00,9693,1254,14,12
2025-03-16T03:07:26.837000+00:00,9693,1254,18,13
2025-03-16T03:07:26.837000+00:00,9693,1254,7,14
2025-03-16T03:07:26.837000+00:00,9693,1254,5,15
2025-03-16T03:07:26.837000+00:00,9693,1254,12,16
2025-03-16T03:07:26.837000+00:00,9693,1254,27,17
2025-03-16T03:07:26.837000+00:00,9693,1254,30,18
2025-03-16T03:07:26.837000+00:00,9693,1254,31,19
2025-03-16T03:07:26.837000+00:00,9693,1254,87,20
2025-03-16T04:18:34.631000+00:00,9693,1254,23,7
2025-03-16T04:18:34.631000+00:00,9693,1254,16,6
2025-03-16T04:18:34.909000+00:00,9693,1254,23,8
2025-03-16T04:18:34.909000+00:00,9693,1254,44,7
2025-03-16T04:18:34.935000+00:00,9693,1254,23,7
2025-03-16T04:18:34.935000+00:00,9693,1254,44,8
2025-03-16T04:18:35.319000+00:00,9693,1254,6,12
2025-03-16T04:18:35.319000+00:00,9693,1254,14,11
2025-03-16T04:18:35.720000+00:00,9693,1254,6,13
2025-03-16T04:18:35.720000+00:00,9693,1254,18,14
2025-03-16T04:18:35.720000+00:00,9693,1254,7,12
2025-03-16T04:18:35.924000+00:00,9693,1254,6,14
2025-03-16T04:18:35.924000+00:00,9693,1254,18,15
2025-03-16T04:18:35.924000+00:00,9693,1254,5,16
2025-03-16T04:18:35.924000+00:00,9693,1254,12,13
